user_id,user_alias
76561198066328851,user0
76561197960434622,user1
76561198016215597,user2
76561198202525417,user3
76561198029242928,user4
76561198014403181,user5
76561198207433511,user6
76561197966611389,user7
76561198077345441,user8
76561198089768783,user9
76561198024696613,user10
76561198110536569,user11
76561198031831571,user12
76561197994106516,user13
